web-scraper-order,web-scraper-start-url,address,monthly_rent,unit_type,link-href,images-src
1680717724-2177,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"AVA DoBro | 100 Willoughby St, Brooklyn, NY","$3,174+ Studio","$3,797+ 1 bd$5,225+ 2 bds$7,171+ 3 bds",https://www.zillow.com/b/ava-dobro-brooklyn-ny-39Ct/,https://photos.zillowstatic.com/fp/227e16fe19aafd012384fd026a129a4a-cc_ft_960.jpg
1680717724-2178,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"AVA DoBro | 100 Willoughby St, Brooklyn, NY","$3,174+ Studio","$3,797+ 1 bd$5,225+ 2 bds$7,171+ 3 bds",https://www.zillow.com/b/ava-dobro-brooklyn-ny-39Ct/,https://photos.zillowstatic.com/fp/b3474d0b5378ca3b0dd1f1dc2f9095da-cc_ft_960.jpg
1680717726-2179,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"AVA High Line | 525 W 28th St, New York, NY","$4,755+ 1 bd","$6,790+ 2 bds",https://www.zillow.com/b/ava-high-line-new-york-ny-4MH7/,https://photos.zillowstatic.com/fp/593abecd0fac595b7d3709a8300f5127-cc_ft_960.jpg
1680717726-2180,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"AVA High Line | 525 W 28th St, New York, NY","$4,755+ 1 bd","$6,790+ 2 bds",https://www.zillow.com/b/ava-high-line-new-york-ny-4MH7/,https://photos.zillowstatic.com/fp/ea9c74ac503524d66afe98ecc372e171-cc_ft_960.jpg
1680717726-2181,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"AVA High Line | 525 W 28th St, New York, NY","$4,755+ 1 bd","$6,790+ 2 bds",https://www.zillow.com/b/ava-high-line-new-york-ny-4MH7/,https://photos.zillowstatic.com/fp/66cc8d3d55ee3075d63ef667d35d3f5e-cc_ft_960.jpg
1680717726-2182,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"AVA High Line | 525 W 28th St, New York, NY","$4,755+ 1 bd","$6,790+ 2 bds",https://www.zillow.com/b/ava-high-line-new-york-ny-4MH7/,https://photos.zillowstatic.com/fp/99e47ec036ede4beb482fe2070be2ed2-cc_ft_960.jpg
1680717726-2183,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"AVA High Line | 525 W 28th St, New York, NY","$4,755+ 1 bd","$6,790+ 2 bds",https://www.zillow.com/b/ava-high-line-new-york-ny-4MH7/,https://photos.zillowstatic.com/fp/b9440b56e06c72d8957b0ba52bd7562e-cc_ft_960.jpg
1680717729-2184,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"ALTA by Common | 2922 Northern Blvd, Long Island City, NY","$1,650+ Studio",,https://www.zillow.com/b/alta-by-common-long-island-city-ny-BK6Wsx/,https://photos.zillowstatic.com/fp/7701f70d55f7c00371c84e5403fbc7a0-cc_ft_960.jpg
1680717729-2185,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"ALTA by Common | 2922 Northern Blvd, Long Island City, NY","$1,650+ Studio",,https://www.zillow.com/b/alta-by-common-long-island-city-ny-BK6Wsx/,https://photos.zillowstatic.com/fp/106c2e36b70cd87bd06650840ec425f5-cc_ft_960.jpg
1680717729-2186,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"ALTA by Common | 2922 Northern Blvd, Long Island City, NY","$1,650+ Studio",,https://www.zillow.com/b/alta-by-common-long-island-city-ny-BK6Wsx/,https://photos.zillowstatic.com/fp/d4e36067e5f09f2b266fd34ce4ac52d5-cc_ft_960.jpg
1680717729-2187,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"ALTA by Common | 2922 Northern Blvd, Long Island City, NY","$1,650+ Studio",,https://www.zillow.com/b/alta-by-common-long-island-city-ny-BK6Wsx/,https://photos.zillowstatic.com/fp/cbf90240015c7bb8a4e5e7414c24016f-cc_ft_960.jpg
1680717729-2188,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"ALTA by Common | 2922 Northern Blvd, Long Island City, NY","$1,650+ Studio",,https://www.zillow.com/b/alta-by-common-long-island-city-ny-BK6Wsx/,https://photos.zillowstatic.com/fp/98c907a5ecd26faf903fb6f243c9d46e-cc_ft_960.jpg
1680717732-2189,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"Avalon Riverview | 475 48th Ave, Long Island City, NY","$2,965+ Studio","$3,705+ 1 bd$5,275+ 2 bds$12,300+ 3 bds",https://www.zillow.com/b/avalon-riverview-long-island-city-ny-5XXp2M/,https://photos.zillowstatic.com/fp/8cb5744f642f0580298d3b76a55ede70-cc_ft_960.jpg
1680717732-2190,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"Avalon Riverview | 475 48th Ave, Long Island City, NY","$2,965+ Studio","$3,705+ 1 bd$5,275+ 2 bds$12,300+ 3 bds",https://www.zillow.com/b/avalon-riverview-long-island-city-ny-5XXp2M/,https://photos.zillowstatic.com/fp/a2f13d72731a39fa3c5ca049838dc2ec-cc_ft_960.jpg
1680717732-2191,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"Avalon Riverview | 475 48th Ave, Long Island City, NY","$2,965+ Studio","$3,705+ 1 bd$5,275+ 2 bds$12,300+ 3 bds",https://www.zillow.com/b/avalon-riverview-long-island-city-ny-5XXp2M/,https://photos.zillowstatic.com/fp/4ab6389afb21e777294ee0965393caa9-cc_ft_960.jpg
1680717732-2192,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"Avalon Riverview | 475 48th Ave, Long Island City, NY","$2,965+ Studio","$3,705+ 1 bd$5,275+ 2 bds$12,300+ 3 bds",https://www.zillow.com/b/avalon-riverview-long-island-city-ny-5XXp2M/,https://photos.zillowstatic.com/fp/b536f20a1ac89688b5f06d945e525abd-cc_ft_960.jpg
1680717732-2193,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"Avalon Riverview | 475 48th Ave, Long Island City, NY","$2,965+ Studio","$3,705+ 1 bd$5,275+ 2 bds$12,300+ 3 bds",https://www.zillow.com/b/avalon-riverview-long-island-city-ny-5XXp2M/,https://photos.zillowstatic.com/fp/ba7817e6925b0b58864ed8a4de70cabf-cc_ft_960.jpg
1680717737-2199,https://www.zillow.com/new-york-ny/rentals/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A41.07783013040937%2C%22east%22%3A-72.93323324609378%2C%22south%22%3A40.315693212094246%2C%22west%22%3A-75.02612875390628%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22sort%22%3A%7B%22value%22%3A%22priorityscore%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A9%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A6181%2C%22regionType%22%3A6%7D%5D%2C%22pagination%22%3A%7B%7D%7D,"Third at Bankside | 2401 3rd Ave, Bronx, NY","$2,832+ Studio","$2,966+ 1 bd$4,232+ 2 bds",https://www.zillow.com/b/third-at-bankside-bronx-ny-97T6xw/,https://photos.zillowstatic.com/fp/012b4fa7181a593535364de905415993-cc_ft_960.jpg
